"Name.x","Beer_ID","ABV","IBU","Brew_ID","Style","Ounces","Name.y","City","State"
"Vanilla Java Porter",2502,0.055,12,73,"American Porter",16,"Atwater Brewery","Detroit"," MI"
"Back East Porter",1483,0.06,30.5,236,"American Porter",12,"Back East Brewing Company","Bloomfield"," CT"
"Number 22 Porter",1156,0.064,30.5,464,"American Porter",12,"Big Bend Brewing Company","Alpine"," TX"
"American Red Porter",1849,0.071,45,295,"American Porter",12,"Black Shirt Brewing Company","Denver"," CO"
"Tent Pole Vanilla Porter",998,0.061,30.5,108,"American Porter",16,"Bonfire Brewing Company","Eagle"," CO"
"Noche Dulce",2062,0.071,16,232,"American Porter",16,"Borderlands Brewing Company","Tucson"," AZ"
"Plum St. Porter",2107,0.06,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman"," MT"
"Plum St. Porter",1573,0.057,52,220,"American Porter",12,"Bozeman Brewing Company","Bozeman"," MT"
"Rye Porter",2240,0.056,30.5,11,"American Porter",16,"Brewery Vivant","Grand Rapids"," MI"
"Gran Sport",2252,0.052,30.5,183,"American Porter",16,"COOP Ale Works","Oklahoma City"," OK"
"Pilot Rock Porter",1808,0.06,30.5,156,"American Porter",12,"Caldera Brewing Company","Ashland"," OR"
"King Coconut",2106,0.054,30.5,97,"American Porter",12,"Catawba Valley Brewing Company","Morganton"," NC"
"Puppy's Breath Porter",2010,0.06,30.5,142,"American Porter",12,"Cigar City Brewing Company","Tampa"," FL"
"JosÃ© MartÃ­ American Porter",1140,0.08,65,142,"American Porter",12,"Cigar City Brewing Company","Tampa"," FL"
"3 Picket Porter",1105,0.055,30.5,170,"American Porter",12,"Crooked Fence Brewing Company","Garden City"," ID"
"Pile O'Dirt Porter",272,0.069,30.5,213,"American Porter",12,"Crow Peak Brewing Company","Spearfish"," SD"
"Penn Quarter Porter",1092,0.055,30.5,228,"American Porter",12,"DC Brau Brewing Company","Washington"," DC"
"Graham Cracker Porter",1943,0.05,30.5,264,"American Porter",12,"Denver Beer Company","Denver"," CO"
"Voodoo",2429,0.048,30.5,27,"American Porter",16,"Evil Czech Brewery","Mishawaka"," IN"
"Hodad Porter",1858,0.055,30,173,"American Porter",16,"Fiddlehead Brewing Company","Shelburne"," VT"
"Flying Mouse 8",2567,0.04,30.5,51,"American Porter",12,"Flying Mouse Brewery","Troutville"," VA"
"Raincloud Robust Porter",982,0.065,30.5,280,"American Porter",12,"Foolproof Brewing Company","Pawtucket"," RI"
"Block Party Robust Porter",1873,0.057,40,288,"American Porter",12,"Four Corners Brewing Company","Dallas"," TX"
"Pumpkin Porter",1616,0.051,30.5,161,"American Porter",12,"Four Peaks Brewing Company","Tempe"," AZ"
"Four String Vanilla Porter",2428,0.06,30.5,106,"American Porter",12,"Four String Brewing Company","Columbus"," OH"
"Vanilla Porter",2587,0.07,11,40,"American Porter",16,"Gonzo's BiggDogg Brewing","Kalamazoo"," MI"
"Bourbon Barrel Aged Coconut Porter",1702,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora"," IN"
"Great Crescent Coconut Porter",1269,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora"," IN"
"Great Crescent Coconut Porter (2012)",441,0.056,33,166,"American Porter",16,"Great Crescent Brewery","Aurora"," IN"
"Leaning Chimney Smoked Porter",984,0.06,34,380,"American Porter",16,"Grey Sail Brewing of Rhode Island","Westerly"," RI"
"Porter Culture",2357,0.065,30.5,137,"American Porter",12,"Hops & Grains Brewing Company","Austin"," TX"
"Yabba Dhaba Chai Tea Porter",1525,0.055,30.5,33,"American Porter",12,"James Page Brewing Company","Stevens Point"," WI"
"Deadeye Jack",2332,0.06,30.5,150,"American Porter",12,"Lonerider Brewing Company","Raleigh"," NC"
"CoCoNut Porter",32,0.057,30,376,"American Porter",12,"Maui Brewing Company","Lahaina"," HI"
"Pit Stop Chocolate Porter",1237,0.037,34,449,"American Porter",12,"Mavericks Beer Company","Half Moon Bay"," CA"
"Hawaiian Crow Porter",2178,0.052,27,204,"American Porter",12,"Mehana Brewing Co.","Hilo"," HI"
"Narragansett Porter",316,0.07,22,144,"American Porter",16,"Narragansett Brewing Company","Providence"," RI"
"Stronghold",2688,0.06,25,1,"American Porter",16,"NorthGate Brewing ","Minneapolis"," MN"
"Psycho Penguin Vanilla Porter",2333,0.054,36,149,"American Porter",12,"Odyssey Beerwerks","Arvada"," CO"
"Plowshare Porter",1485,0.055,30.5,302,"American Porter",16,"Old Forge Brewing Company","Danville"," PA"
"Cache La Porter",694,0.05,24,442,"American Porter",16,"Pateros Creek Brewing Company","Fort Collins"," CO"
"Old Tom Porter",847,0.055,25,315,"American Porter",16,"Piney River Brewing Company","Bucryus"," MO"
"Smoking Mirror",2030,0.055,30,247,"American Porter",12,"Quest Brewing Company","Greenville"," SC"
"Vanilla Porter",2513,0.047,25,69,"American Porter",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"Eugene Porter",416,0.068,28,45,"American Porter",12,"Revolution Brewing Company","Chicago"," IL"
"Panther",1993,0.058,35,94,"American Porter",12,"Rhinegeist Brewery","Cincinnati"," OH"
"Cal and Co. Black Cherry Porter",1724,0.07,30.5,230,"American Porter",16,"Rochester Mills Brewing Company","Rochester"," MI"
"Sex Panther",2599,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler"," AZ"
"Sex Panther (2014)",852,0.069,20,31,"American Porter",12,"SanTan Brewing Company","Chandler"," AZ"
"Becky's Black Cat Porter",917,0.07,55,495,"American Porter",16,"Seven Brides Brewery","Silverton"," OR"
"Power House Porter",1076,0.057,30.5,310,"American Porter",12,"Sockeye Brewing Company","Boise"," ID"
"God Damn Pigeon Porter",2136,0.082,30.5,176,"American Porter",16,"Spiteful Brewing Company","Chicago"," IL"
"Cowbell",2164,0.054,23,26,"American Porter",16,"Sun King Brewing Company","Indianapolis"," IN"
"Bourbon Barrel Cowbell",1347,0.06,23,26,"American Porter",16,"Sun King Brewing Company","Indianapolis"," IN"
"Zombie Monkie",1736,0.062,35,46,"American Porter",16,"Tallgrass Brewing Company","Manhattan"," KS"
"Peck's Porter",2640,0.065,35,8,"American Porter",16,"Tapistry Brewing","Bridgman"," MI"
"Fivepine Chocolate Porter",2317,0.062,40,154,"American Porter",12,"Three Creeks Brewing","Sisters"," OR"
"Cafe Leche",2623,0.058,20,18,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN"
"3 Gear Robust Porter",949,0.052,50,18,"American Porter",16,"Tin Man Brewing Company","Evansville"," IN"
"Parade Ground Coffee Porter",1754,0.07,35,153,"American Porter",12,"Tin Roof Brewing Company","Baton Rouge"," LA"
"Pay It Forward Cocoa Porter",2356,0.07,30.5,101,"American Porter",12,"West Sixth Brewing","Lexington"," KY"
"P-51 Porter",761,0.08,31,510,"American Porter",16,"Wingman Brewers","Tacoma"," WA"
"#003 Brown & Robust Porter",2147,0.052,30.5,212,"American Porter",12,"Wisconsin Brewing Company","Verona"," WI"
"Marooned On Hog Island",976,0.079,40,369,"American Stout",12,"21st Amendment Brewery","San Francisco"," CA"
"Maylani's Coconut Stout",1594,0.053,35,368,"American Stout",16,"Airways Brewing Company","Kent"," WA"
"Uroboros",2039,0.085,40,194,"American Stout",12,"Anthem Brewing Company","Oklahoma City"," OK"
"Trolley Stop Stout",1580,0.057,40,375,"American Stout",12,"Astoria Brewing Company","Astoria"," OR"
"Gerry Dog Stout",1002,0.065,40,478,"American Stout",12,"Big Elm Brewing","Sheffield"," MA"
"Dark Star",2639,0.08,54,9,"American Stout",16,"Big Lake Brewing","Holland"," MI"
"467 Ethan's Stout",1012,0.05,40,381,"American Stout",12,"Blue Blood Brewing Company","Lincoln"," NE"
"Professor Black",2490,0.061,40,78,"American Stout",12,"Blue Owl Brewing","Austin"," TX"
"Moe Lasses'",2006,0.064,40,11,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Pothole Stout",1949,0.063,40,11,"American Stout",16,"Brewery Vivant","Grand Rapids"," MI"
"Black Me Stout",2056,0.06,45,237,"American Stout",12,"Champion Brewing Company","Charlottesville"," VA"
"Snowcat Coffee Stout",1689,0.059,40,64,"American Stout",12,"Crazy Mountain Brewing Company","Edwards"," CO"
"Sudice American Stout",1455,0.07,58,406,"American Stout",16,"Fate Brewing Company","Boulder"," CO"
"Secret Stache Stout",941,0.053,40,257,"American Stout",16,"Finch's Beer Company","Chicago"," IL"
"Bourbon's Barrel Stout",455,0.075,65,166,"American Stout",16,"Great Crescent Brewery","Aurora"," IN"
"Redband Stout",371,0.06,36,366,"American Stout",16,"Great River Brewery","Davenport"," IA"
"Survival Stout",2200,0.058,35,81,"American Stout",16,"Hopworks Urban Brewery","Portland"," OR"
"Adam's Stout",1832,0.058,40,299,"American Stout",12,"Liquid Hero Brewery","York"," PA"
"Pistols at Dawn",2330,0.075,40,150,"American Stout",16,"Lonerider Brewing Company","Raleigh"," NC"
"Slow Hand Stout",1571,0.052,29,378,"American Stout",16,"Lucette Brewing Company","Menominee"," WI"
"Pretzel Stout",2268,0.065,47,162,"American Stout",16,"Martin House Brewing Company","Fort Worth"," TX"
"There Will Be Stout",1231,0.065,40,162,"American Stout",12,"Martin House Brewing Company","Fort Worth"," TX"
"Black House",1493,0.058,40,210,"American Stout",16,"Modern Times Beer","San Diego"," CA"
"Irish Channel Stout",1582,0.068,40,175,"American Stout",16,"New Orleans Lager & Ale Brewing ...","New Orleans"," LA"
"Buck Snort Stout",1306,0.061,40,432,"American Stout",12,"North Country Brewing Company","Slippery Rock"," PA"
"Overcast Espresso Stout",1668,0.058,27,151,"American Stout",12,"Oakshire Brewing","Eugene"," OR"
"Winter Games Select #32 Stout",601,0.057,26,472,"American Stout",16,"Okoboji Brewing Company","Spirit Lake"," IA"
"Resolution Rye Stout",1486,0.068,40,302,"American Stout",16,"Old Forge Brewing Company","Danville"," PA"
"Stout Ol' Friend",1538,0.064,40,387,"American Stout",16,"Revolution Brewing","Paonia"," CO"
"Stout Ol' Friend (2012)",1075,0.064,40,387,"American Stout",16,"Revolution Brewing","Paonia"," CO"
"Polar Night Stout",1575,0.08,40,377,"American Stout",16,"RoughTail Brewing Company","Midwest City"," OK"
"Diesel",525,0.063,69,47,"American Stout",16,"Sixpoint Craft Ales","Brooklyn"," NY"
"Estival Cream Stout",1297,0.058,15,265,"American Stout",12,"Ska Brewing Company","Durango"," CO"
"Vernal Minthe Stout",1192,0.058,40,265,"American Stout",12,"Ska Brewing Company","Durango"," CO"
"Autumnal MolÃ© Stout",774,0.058,40,265,"American Stout",12,"Ska Brewing Company","Durango"," CO"
"Freedom Fries",2109,0.055,40,176,"American Stout",16,"Spiteful Brewing Company","Chicago"," IL"
"CEO Stout",1277,0.059,40,439,"American Stout",16,"The Right Brain Brewery","Traverse City"," MI"
"Nitro Can Coffee Stout",2411,0.052,40,114,"American Stout",12,"Vault Brewing Company","Yardley"," PA"
"Rocky Mountain Oyster Stout",1035,0.075,40,425,"American Stout",12,"Wynkoop Brewing Company","Denver"," CO"
"AprÃ¨ Shred",2104,0.081,17,221,"American Strong Ale",16,"Big Choice Brewing","Broomfield"," CO"
"American India Red Ale",1850,0.071,83,295,"American Strong Ale",12,"Black Shirt Brewing Company","Denver"," CO"
"8 Barrel",2080,0.08,69,227,"American Strong Ale",16,"Chatham Brewing","Chatham"," NY"
"Festeroo Winter Ale",1605,0.078,60,199,"American Strong Ale",12,"Hop Valley Brewing Company","Springfield"," OR"
"Abominable Winter Ale",2193,0.073,70,81,"American Strong Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Abominable Winter Ale (2012)",916,0.073,70,81,"American Strong Ale",16,"Hopworks Urban Brewery","Portland"," OR"
"Bastian",2595,0.062,70,33,"American Strong Ale",12,"James Page Brewing Company","Stevens Point"," WI"
"HGH (Home Grown Hops): Part Duh",585,0.08,70,167,"American Strong Ale",12,"Oskar Blues Brewery","Longmont"," CO"
"12th Round",1577,0.076,78,377,"American Strong Ale",16,"RoughTail Brewing Company","Midwest City"," OK"
"Seventh Son of a Seventh Son",2250,0.077,40,184,"American Strong Ale",16,"Seventh Son Brewing Company","Columbus"," OH"
"Global Warmer",1608,0.07,70,47,"American Strong Ale",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"Winterfest",995,0.084,90,310,"American Strong Ale",16,"Sockeye Brewing Company","Boise"," ID"
"Cane and Ebel",861,0.07,68,75,"American Strong Ale",12,"Two Brothers Brewing Company","Warrenville"," IL"
"Colorojo Imperial Red Ale",1316,0.082,70,425,"American Strong Ale",12,"Wynkoop Brewing Company","Denver"," CO"
"Blue Point White IPA",692,0.06,40,490,"American White IPA",12,"Blue Point Brewing Company","Patchogue"," NY"
"Big Star White IPA",2424,0.07,70,106,"American White IPA",12,"Four String Brewing Company","Columbus"," OH"
"The Long Thaw White IPA",1653,0.062,45,235,"American White IPA",12,"Harpoon Brewery","Boston"," MA"
"White Cap White IPA",1652,0.042,45,350,"American White IPA",16,"Hinterland Brewery","Green Bay"," WI"
"Pigwar White India Pale Ale",1398,0.06,60,81,"American White IPA",16,"Hopworks Urban Brewery","Portland"," OR"
"Fresh Slice White IPA",1908,0.055,45,276,"American White IPA",12,"Otter Creek Brewing","Middlebury"," VT"
"Hop Lace",1879,0.062,45,44,"American White IPA",12,"Rivertowne Brewing Company","Export"," PA"
"Honeyspot Road White IPA",1189,0.06,45,436,"American White IPA",12,"Two Roads Brewing Company","Stratford"," CT"
"Thai Style White IPA",1932,0.065,33,52,"American White IPA",12,"Upslope Brewing Company","Boulder"," CO"
"Wasatch Ghostrider White IPA",1823,0.06,45,303,"American White IPA",12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"Wasatch Ghostrider White IPA (2014)",1682,0.06,45,303,"American White IPA",12,"Utah Brewers Cooperative","Salt Lake City"," UT"
"Kamen Knuddeln",2676,0.065,27,2,"American Wild Ale",16,"Against the Grain Brewery","Louisville"," KY"
"Le Flaneur Ale",1785,0.073,27,11,"American Wild Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Escoffier Bretta Ale",909,0.092,27,11,"American Wild Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Petit Mutant",1916,0.06,27,273,"American Wild Ale",16,"The Alchemist","Waterbury"," VT"
"Lee Hill Series Vol. 2 - Wild Saison",2563,0.068,24,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"Ferus Fluxus Wild Belgian Pale Ale",1853,0.075,30,52,"American Wild Ale",19.2,"Upslope Brewing Company","Boulder"," CO"
"He Said Baltic-Style Porter",1593,0.082,52,369,"Baltic Porter",12,"21st Amendment Brewery","San Francisco"," CA"
"Double Brown Stout",1203,0.07,52,128,"Baltic Porter",12,"Deep Ellum Brewing Company","Dallas"," TX"
"Lake Monster",2247,0.082,25,185,"Baltic Porter",16,"Oasis Texas Brewing Company","Austin"," TX"
"4Beans",2574,0.1,52,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"3Beans",1020,0.099,85,47,"Baltic Porter",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"Baltic Porter",346,0.078,52,523,"Baltic Porter",16,"Uncommon Brewers","Santa Cruz"," CA"
"Monk's Blood",11,0.083,35,369,"Belgian Dark Ale",12,"21st Amendment Brewery","San Francisco"," CA"
"Copperhead Amber",2216,0.052,18,28,"Belgian Dark Ale",16,"450 North Brewing Company","Columbus"," IN"
"Psychopomp",2416,0.062,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Fat Paczki",2382,0.075,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Mela",2091,0.062,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Undertaker",1977,0.067,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Undertaker (2014)",1976,0.067,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Agent a Deux",1959,0.065,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Tart Side of the Moon",1136,0.098,35,11,"Belgian Dark Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"15th Anniversary Abbey Ale (2012)",720,0.09,35,167,"Belgian Dark Ale",16,"Oskar Blues Brewery","Longmont"," CO"
"Bourbon Barrel Batch 666: Sympathy for the Devil",2083,0.099,36,26,"Belgian Dark Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Troll Destroyer",1980,0.085,61,178,"Belgian IPA",12,"18th Street Brewery","Gary"," IN"
"Barrel Aged Triomphe",2541,0.065,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Nuit Serpent",2498,0.05,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"The Grand Army",2476,0.055,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"BRIPA",2092,0.062,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"W.I.P.A Snappa",2086,0.053,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Tree Bucket",1947,0.093,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Trebuchet Double IPA (2012)",669,0.097,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Triomphe",384,0.065,61,11,"Belgian IPA",16,"Brewery Vivant","Grand Rapids"," MI"
"Tour de Nez Belgian IPA (Current)",538,0.08,61,531,"Belgian IPA",16,"Buckbean Brewing Company","Reno"," NV"
"White Reaper",2432,0.07,61,27,"Belgian IPA",16,"Evil Czech Brewery","Mishawaka"," IN"
"Groupe G",1895,0.076,65,281,"Belgian IPA",16,"Headlands Brewing Company","Mill Valley"," CA"
"One-Hit Wonderful",2532,0.075,61,66,"Belgian IPA",24,"Mikerphone Brewing","Chicago"," IL"
"Suicide Blonde IPA",2514,0.07,61,69,"Belgian IPA",16,"Red Shedman Farm Brewery and Hop...","Mt. Airy"," MD"
"Supermonk I.P.A.",1299,0.065,61,31,"Belgian IPA",12,"SanTan Brewing Company","Chandler"," AZ"
"Monkey Dancing On A Razor Blade",2537,0.085,61,65,"Belgian IPA",24,"SlapShot Brewing Company","Chicago"," IL"
"30 Min Coma",1948,0.045,61,26,"Belgian IPA",16,"Sun King Brewing Company","Indianapolis"," IN"
"Belgorado",928,0.067,45,425,"Belgian IPA",12,"Wynkoop Brewing Company","Denver"," CO"
"Sho'nuff",2680,0.04,13,2,"Belgian Pale Ale",16,"Against the Grain Brewery","Louisville"," KY"
"Golden One",2207,0.068,21,194,"Belgian Pale Ale",12,"Anthem Brewing Company","Oklahoma City"," OK"
"Star Runner",2636,0.06,21,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Earth-Like Planets",2381,0.054,21,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Coq D'Or",1974,0.05,21,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"Solitude",385,0.06,21,11,"Belgian Pale Ale",16,"Brewery Vivant","Grand Rapids"," MI"
"The Citizen",185,0.07,21,228,"Belgian Pale Ale",12,"DC Brau Brewing Company","Washington"," DC"
"Parcae Belgian Style Pale Ale",1454,0.05,20,406,"Belgian Pale Ale",16,"Fate Brewing Company","Boulder"," CO"
"Quick WIT",2172,0.052,21,207,"Belgian Pale Ale",12,"Fort George Brewery","Astoria"," OR"
"Father's Beer",2612,0.05,21,23,"Belgian Pale Ale",16,"Four Fathers Brewing ","Valparaiso"," IN"
"Ballistic Blonde",2032,0.051,31,246,"Belgian Pale Ale",12,"Lucky Town Brewing Company","Jackson"," MS"
"Belgian Style Session Ale",1625,0.045,21,357,"Belgian Pale Ale",12,"Manayunk Brewing Company","Philadelphia"," PA"
"Cortez Gold",2442,0.05,21,99,"Belgian Pale Ale",32,"Mission Brewery","San Diego"," CA"
"668 Neighbor of the Beast12 oz.",568,0.09,21,411,"Belgian Pale Ale",12,"New England Brewing Company","Woodbridge"," CT"
"668 Neighbor of the Beast (16 oz.) (2010)",43,0.09,21,411,"Belgian Pale Ale",16,"New England Brewing Company","Woodbridge"," CT"
"Golden Fleece",2031,0.045,35,247,"Belgian Pale Ale",12,"Quest Brewing Company","Greenville"," SC"
"A Little Crazy",1133,0.068,21,45,"Belgian Pale Ale",12,"Revolution Brewing Company","Chicago"," IL"
"Abigale",2443,0.08,21,47,"Belgian Pale Ale",12,"Sixpoint Craft Ales","Brooklyn"," NY"
"Hop Up Offa That Brett (2014)",2085,0.058,20,26,"Belgian Pale Ale",16,"Sun King Brewing Company","Indianapolis"," IN"
"Birdhouse Pale Ale",1945,0.05,21,263,"Belgian Pale Ale",12,"The Brewer's Art","Baltimore"," MD"
"Ozzy",1079,0.073,21,263,"Belgian Pale Ale",12,"The Brewer's Art","Baltimore"," MD"
